iter	Logloss
152	0.1330076044
153	0.1327030768
154	0.1323338431
155	0.1320685056
156	0.1319753323
157	0.13167245
158	0.1312609534
159	0.1311212171
160	0.1308585078
161	0.1304995487
162	0.1302334266
163	0.130003586
164	0.1297797231
165	0.1295147719
166	0.129269469
167	0.1291064915
168	0.1288480713
169	0.1286321761
170	0.128390221
171	0.1280922549
172	0.1279320405
173	0.1277507254
174	0.1274868574
175	0.1272160414
176	0.1270897983
177	0.1268187406
178	0.1265982553
179	0.1263550494
180	0.126172336
181	0.1260064914
182	0.1257924193
183	0.1256114453
184	0.12538934
185	0.1251699967
186	0.124933898
187	0.1247259245
188	0.1244845106
189	0.1242793604
190	0.124052145
191	0.1237979867
192	0.1236482439
193	0.1235072344
194	0.1231295683
195	0.1229062747
196	0.1225613276
197	0.1222994568
198	0.1220943384
199	0.1219253054
200	0.1216926123
201	0.1214689484
202	0.1212092121
203	0.1210960407
204	0.1209268631
205	0.1207053744
206	0.1204936589
207	0.1202856905
208	0.1200655154
209	0.1198313631
210	0.1194609717
211	0.1193166322
212	0.1191527326
213	0.1189251892
214	0.118683787
215	0.1184719813
216	0.118291605
217	0.1180828867
218	0.1177911507
219	0.1175876643
220	0.1174545981
221	0.1172191436
222	0.1169340202
223	0.1167397989
224	0.1164493289
225	0.1163498759
226	0.1161404908
227	0.1159336904
228	0.1157036645
229	0.1156542221
230	0.1155272798
231	0.1153792847
232	0.1150605838
233	0.1148979561
234	0.1147437889
235	0.1146550813
236	0.1144861514
237	0.1144115949
238	0.1143096774
239	0.1141341914
240	0.114038747
241	0.1137249328
242	0.1135480092
243	0.1134527956
244	0.1133036405
245	0.1132444869
246	0.1130502894
247	0.1129773444
248	0.1128638357
249	0.1127424294
250	0.1127187518
251	0.1126361223
252	0.1125563895
253	0.1124787238
254	0.1123832656
255	0.1122643727
256	0.112099706
257	0.1119591079
258	0.1118472992
259	0.1116548051
260	0.1115083165
261	0.1112637209
262	0.1111261584
263	0.1109541773
264	0.1108392004
265	0.110692752
266	0.1104979812
267	0.110403168
268	0.1101633822
269	0.1099062583
270	0.1098480781
271	0.1097039718
272	0.1096382215
273	0.1094597662
274	0.1093795677
275	0.1092797792
276	0.1090044034
277	0.1087993915
278	0.1087111162
279	0.1085708999
280	0.1083749487
281	0.1081780166
282	0.1079643931
283	0.1077981073
284	0.1077332801
285	0.107550792
286	0.1073166223
287	0.1072656807
288	0.1071491039
289	0.1070975487
290	0.1069060782
291	0.1067146965
292	0.1065527887
293	0.1063364317
294	0.1060970745
295	0.1058988913
296	0.1057081559
297	0.1055310889
298	0.1053351027
299	0.1051968923
300	0.105100826
301	0.1049439903
302	0.1048636226
303	0.1046901762
304	0.1045810053
305	0.1043671672
306	0.1042262959
307	0.1041033444
308	0.1039686207
309	0.1038361922
310	0.1037008517
311	0.1035105161
312	0.1033707637
313	0.1031924721
314	0.1030672656
315	0.1029540672
316	0.1028542984
317	0.1028126551
318	0.1026835799
319	0.1024466083
320	0.1023297323
321	0.1022576905
322	0.1021183732
323	0.1020915566
324	0.1020341411
325	0.1019423033
326	0.1018560977
327	0.1017227761
328	0.1014804274
329	0.1014529844
330	0.101292818
331	0.1011759597
332	0.101075661
333	0.1009791067
334	0.1008666951
335	0.1007194124
336	0.1004908604
337	0.1003781637
338	0.1002603116
339	0.09998877678
340	0.0998821928
341	0.09977245265
342	0.09969654103
343	0.09954819319
344	0.09943336402
345	0.09934250893
346	0.09922514568
347	0.09914946671
348	0.09906418334
349	0.09891876199
350	0.09876054558
351	0.09863268039
352	0.09851653634
353	0.09841625809
354	0.09838564721
355	0.09820519049
356	0.09810905458
357	0.09805942989
358	0.09796784997
359	0.09786595016
360	0.09770805206
361	0.09764394353
362	0.0975214959
363	0.09733335206
364	0.09722490933
365	0.09713439934
366	0.0970572904
367	0.09694580915
368	0.09683205807
369	0.09673188101
370	0.09667348941
371	0.09655045012
372	0.09637600364
373	0.09628297077
374	0.09617458098
375	0.09608178447
376	0.09597705375
377	0.09591429513
378	0.09581133899
379	0.09568598924
380	0.09557796148
381	0.09550141181
382	0.09530282942
383	0.095139167
384	0.09489023503
385	0.09470220271
386	0.09461781095
387	0.09450132706
388	0.09441604485
389	0.09426940426
390	0.09414889908
391	0.09404280915
392	0.09392331119
393	0.09373937926
394	0.09369288342
395	0.09353949907
396	0.09338808991
397	0.09334002186
398	0.09319978082
399	0.09304314019
400	0.09296334105
401	0.09288366115
402	0.09281939103
403	0.09272538419
404	0.09266805805
405	0.09255261393
406	0.09241925955
407	0.09226736988
408	0.09215509255
409	0.0920524708
410	0.09192608547
411	0.09178586568
412	0.09163089507
413	0.09152885686
414	0.09142958408
415	0.0912342132
416	0.09118677129
417	0.09108752063
418	0.0910314163
419	0.09096252996
420	0.09077567584
421	0.09070189834
422	0.09064608004
423	0.09047975933
424	0.09032924221
425	0.09025092937
426	0.09016572772
427	0.09011812346
428	0.09000468532
429	0.08982417488
430	0.08963972341
431	0.08959533421
432	0.08951835087
433	0.0894019853
434	0.0893233839
435	0.08927472735
436	0.0891838333
437	0.08912727731
438	0.08902821474
439	0.08896741404
440	0.08885288826
441	0.08873581062
442	0.08859566602
443	0.08854635551
444	0.0885128784
445	0.08846852986
446	0.08838291776
447	0.08825917214
448	0.08818957041
449	0.08809756634
450	0.08801693048
451	0.0879489489
452	0.08788370702
453	0.08780441158
454	0.08765058853
455	0.08758402547
456	0.08750308614
457	0.08739849886
458	0.08730514554
459	0.08720668812
460	0.08709186402
461	0.08697458155
462	0.08689879455
463	0.08679661593
464	0.08670247822
465	0.08664171237
466	0.08648734859
467	0.08640349112
468	0.08631131848
469	0.08615122951
470	0.08601321253
471	0.08593947745
472	0.08582628384
473	0.08575734612
474	0.08563311389
475	0.08553775623
476	0.08544677443
477	0.08535106516
478	0.0852837489
479	0.0852488391
480	0.0851933292
481	0.0851011102
482	0.08500352152
483	0.08490871512
484	0.08479200715
485	0.08474250789
486	0.08466808829
487	0.08459283205
488	0.08454576592
489	0.08445510716
490	0.08435532885
491	0.08423479017
492	0.0841483028
493	0.08408247609
494	0.08393872901
495	0.08382564149
496	0.08374749304
497	0.08369474362
498	0.0836238921
499	0.08358472945
500	0.08351569118
501	0.08346994015
502	0.08339856763
503	0.08329400946
504	0.08320310842
505	0.08316642054
506	0.08312344069
507	0.08307190576
508	0.08301094021
509	0.08292143087
510	0.08285708316
511	0.08275724189
512	0.08266678568
513	0.08255387865
514	0.08248288896
515	0.08242130488
516	0.08236230217
517	0.08229268152
518	0.08222000571
519	0.08213238161
520	0.08210454724
521	0.08203692128
522	0.08196098763
523	0.08189466405
524	0.08187092761
525	0.08175693232
526	0.08168237236
527	0.08160411756
528	0.08152981672
529	0.08149357679
530	0.08140593886
531	0.08135864918
532	0.08128063933
533	0.08119206085
534	0.08111661828
535	0.08103117669
536	0.08100501334
537	0.08095401243
538	0.08089203237
539	0.08075964237
540	0.08066307817
541	0.08053633821
542	0.08047516968
543	0.08033759312
544	0.08026225565
545	0.0802255284
546	0.08013498825
547	0.08004664838
548	0.07991492442
549	0.07982949388
550	0.0797539295
551	0.07968982294
552	0.07962689862
553	0.07954946815
554	0.07945359394
555	0.07938709474
556	0.07928908579
557	0.07923929669
558	0.07916613827
559	0.07908605643
560	0.0789596671
561	0.07886211664
562	0.07880723083
563	0.07878014483
564	0.07870955942
565	0.07861896421
566	0.07853134821
567	0.07840208598
568	0.07834698236
569	0.07833271989
570	0.07827685098
571	0.07819993339
572	0.07809230897
573	0.07795087501
574	0.07792904043
575	0.07789363078
576	0.07784338688
577	0.07776057223
578	0.07772113591
579	0.07766095741
580	0.07756245406
581	0.07748933408
582	0.07745276916
583	0.07738005727
584	0.07728648131
585	0.07722754934
586	0.07720088544
587	0.07715218742
588	0.07711930118
589	0.07708497498
590	0.07703380809
591	0.07696573185
592	0.07689069977
593	0.07683398076
594	0.07673251698
595	0.07668211031
596	0.07663095101
597	0.07657757865
598	0.07650642792
599	0.07647387274
600	0.07640777764
601	0.07635250015
602	0.07628059809
603	0.07625370945
604	0.07616769529
605	0.0760850543
606	0.07600025454
607	0.07589834294
608	0.07586606561
609	0.07579446182
610	0.07572616979
611	0.0756234281
612	0.07553232702
613	0.07548153909
614	0.07543912309
615	0.07539258676
616	0.07533450868
617	0.07530173081
618	0.0751683741
619	0.0750933411
620	0.07504888288
621	0.07498028438
622	0.07491406935
623	0.07487326328
624	0.07481017767
625	0.07475717308
626	0.07464684988
627	0.074545099
628	0.07444757907
629	0.07438837536
630	0.07431845777
631	0.07421690592
632	0.07415480122
633	0.07409549067
634	0.0739966748
635	0.07394250602
636	0.07389334775
637	0.07381104294
638	0.07375206456
639	0.07371368548
640	0.07366818365
641	0.07364107833
642	0.07358316922
643	0.07355095342
644	0.07348520961
645	0.07345203197
646	0.07342838781
647	0.07336763325
648	0.07329402759
649	0.07323475591
650	0.07317485054
651	0.07312448314
652	0.07304545833
653	0.07297191241
654	0.07291358432
655	0.0728441151
656	0.07279462559
657	0.07278229819
658	0.07270099295
659	0.07265088896
660	0.07257753778
661	0.07245824432
662	0.0724014702
663	0.07232017938
664	0.07228342863
665	0.07222244827
666	0.07212880886
667	0.07206641785
668	0.07203209004
669	0.07194103344
670	0.07186497869
671	0.07180229528
672	0.07175609242
673	0.07167590803
674	0.07161791104
675	0.0715456538
676	0.07145841649
677	0.07137939454
678	0.07126351667
679	0.07122490698
680	0.07117417816
681	0.07113362978
682	0.07110707659
683	0.07106355558
684	0.07098253057
685	0.0709299992
686	0.07090402646
687	0.07083951851
688	0.07080764429
689	0.07073985222
690	0.07066808588
691	0.07058033245
692	0.07052010764
693	0.07046260095
694	0.07044618845
695	0.07038828442
696	0.07033022325
697	0.07024740795
698	0.07021683586
699	0.07016448038
700	0.07009506637
701	0.07007774943
702	0.07003155708
703	0.069989491
704	0.06993931754
705	0.06988962066
706	0.06982531752
707	0.06979640713
708	0.06972094009
709	0.06963514469
710	0.06957208188
711	0.06955659665
712	0.06952266202
713	0.06947088066
714	0.06944722587
715	0.06941024588
716	0.06933681557
717	0.06921631475
718	0.0691521057
719	0.06912110258
720	0.06909061212
721	0.06904489529
722	0.06899392946
723	0.06894806749
724	0.06891183643
725	0.06888944017
726	0.06881810248
727	0.06876456913
728	0.06873274859
729	0.06867250116
730	0.06864079143
731	0.06858691259
732	0.06854146659
733	0.06849480267
734	0.06838070748
735	0.06836710224
736	0.06832268901
737	0.06829879624
738	0.06825097777
739	0.0682069052
740	0.06817550752
741	0.06810343211
742	0.06808943732
743	0.06803375275
744	0.06799448873
745	0.06795375727
746	0.0678869418
747	0.06783033829
748	0.06779179256
749	0.06774089205
750	0.06765530352
751	0.06758501433
752	0.06753127542
753	0.06748671319
754	0.06744837339
755	0.06741782466
756	0.06733475057
757	0.06730509992
758	0.06727671788
759	0.0672260145
760	0.06720538031
761	0.06717801846
762	0.06715384873
763	0.06706576247
764	0.06698521315
765	0.06692135059
766	0.06689644554
767	0.06685075543
768	0.06680657433
769	0.0667440705
770	0.06669432019
771	0.06665816779
772	0.06661580149
773	0.06654263903
774	0.06645925463
775	0.06638840201
776	0.06634282177
777	0.06624233664
778	0.06620519506
779	0.06612373084
780	0.06610090719
781	0.06605931095
782	0.06602105353
783	0.06592363596
784	0.06585748591
785	0.06580201438
786	0.06576206527
787	0.06572696288
788	0.06566626748
789	0.06561952659
790	0.06555082963
791	0.06551725223
792	0.06540145192
793	0.06537474749
794	0.06530954752
795	0.06522837102
796	0.06514823586
797	0.06508639248
798	0.06501063191
799	0.06498741335
800	0.0649290886
801	0.06481828757
802	0.06478718801
803	0.06473048219
804	0.06469619345
805	0.06463066305
806	0.06458910844
807	0.06453688379
808	0.06447815179
809	0.06443373408
810	0.06435379176
811	0.06432167941
812	0.06428554373
813	0.06426272389
814	0.06423323421
815	0.06413072249
816	0.0640712163
817	0.06399919061
818	0.06393921259
819	0.06391970241
820	0.06386520149
821	0.06379414452
822	0.06372292045
823	0.06364299007
824	0.06360197341
825	0.06353980327
826	0.06350398942
827	0.06347531191
828	0.0634218231
829	0.06336912605
830	0.06328223929
831	0.0632267941
832	0.06318091799
833	0.06314471005
834	0.06312519485
835	0.06305886376
836	0.06302317237
837	0.0629916036
838	0.06293309793
839	0.06290339679
840	0.06282276861
841	0.06274111739
842	0.06270318029
843	0.06265537239
844	0.06260936397
845	0.06257118981
846	0.06250176293
847	0.06244565938
848	0.06240246192
849	0.06236042658
850	0.06230465712
851	0.06226314063
852	0.06225276441
853	0.06219651735
854	0.06217008952
855	0.06213029091
856	0.06208739815
857	0.06205119431
858	0.06201275638
859	0.06196100239
860	0.06192567711
861	0.06191261357
862	0.06185334853
863	0.06181018615
864	0.06176065453
865	0.06172168759
866	0.06168750306
867	0.06166438158
868	0.06156622555
869	0.06153888257
870	0.06146838108
871	0.06141397781
872	0.06136410759
873	0.06133629208
874	0.06128930196
875	0.06125938426
876	0.0611872452
877	0.06109864048
878	0.0610522645
879	0.06100954818
880	0.06093898411
881	0.06089393165
882	0.06085554139
883	0.06079030998
884	0.06073946639
885	0.06070521163
886	0.06066484772
887	0.06061803105
888	0.06056409284
889	0.06053428825
890	0.06047205245
891	0.06043791808
892	0.06039593069
893	0.06034736747
894	0.06031525196
895	0.06028672362
896	0.06021547751
897	0.06016205642
898	0.0601379447
899	0.06010970852
900	0.06005738734
901	0.06002670361
902	0.05997693776
903	0.05993858777
904	0.05989606865
905	0.05986120835
906	0.05982425933
907	0.05978367446
908	0.05974175143
909	0.05969715109
910	0.05966037951
911	0.05963941855
912	0.0596220128
913	0.05956023727
914	0.05950840111
915	0.05948815636
916	0.05941234039
917	0.05935970814
918	0.05931886901
919	0.05925867926
920	0.0592292763
921	0.05913858755
922	0.05907416284
923	0.05903058087
924	0.05896889856
925	0.05890895211
926	0.05888876068
927	0.05882320432
928	0.05877180541
929	0.0587262003
930	0.05867946902
931	0.05864417556
932	0.05857877737
933	0.0585619312
934	0.05850373416
935	0.05845602263
936	0.05842317432
937	0.05838721987
938	0.05834443722
939	0.05830701945
940	0.05825741707
941	0.05822293459
942	0.05810969122
943	0.05805148194
944	0.0580245177
945	0.0579826262
946	0.05794647103
947	0.0578967676
948	0.05787303725
949	0.05783927704
950	0.05780754662
951	0.05775934371
952	0.05770608038
953	0.05768997115
954	0.05765067756
955	0.0576067227
956	0.05758415482
957	0.05753656108
958	0.05749563691
959	0.0574671367
960	0.05744415675
961	0.05741150066
962	0.05736314959
963	0.05728062985
964	0.05720415357
965	0.05719386534
966	0.05716472165
967	0.05711936457
968	0.0570994871
969	0.05708190914
970	0.05704401408
971	0.05700006991
972	0.05693480505
973	0.05689349412
974	0.05686714142
975	0.05685954494
976	0.05682205455
977	0.05679615962
978	0.05676123994
979	0.05673543057
980	0.05668961165
981	0.05662412362
982	0.05658576978
983	0.0565260572
984	0.05647520282
985	0.05644368183
986	0.05641154452
987	0.0563723034
988	0.05629976293
989	0.05625035662
990	0.05619002717
991	0.05616226276
992	0.05611844838
993	0.05606429016
994	0.05603763245
995	0.05602042758
996	0.05598913008
997	0.05593857992
998	0.05589925113
999	0.05584594034
